query,pipeline,metric,value
inclusion dividend,baseline,ndcg,0.7653606369886218
individual hand wipes,baseline,ndcg,0.17487131226208885
indoor driving range,baseline,ndcg,0.3964766276052722
inner pot 6 qt,baseline,ndcg,0.31656095702445874
instant pot cooker,baseline,ndcg,0.0
ipad 6 gen case,baseline,ndcg,0.0
iphone 5s case,baseline,ndcg,0.1146046310598062
iphone 6 case glitter silver,baseline,ndcg,0.5455206287241073
iphone 7 case incipio,baseline,ndcg,0.7103643131832809
iphone 8 plus case with stand,baseline,ndcg,0.05169369115446661
iphone se otterbox,baseline,ndcg,0.20020214734213046
iphone xr game controller,baseline,ndcg,0.0721860959769207
iphone xs max case for women bling,baseline,ndcg,0.3673535097658346
iphone xs max screen protector edge to edge full coverage,baseline,ndcg,0.2859714792564239
irish moss seed,baseline,ndcg,0.1637733768567814
iron decor,baseline,ndcg,0.10332949630181451
ishi,baseline,ndcg,0.872870994695094
italian cookies from italy,baseline,ndcg,0.10332949630181451
iwatch bands 40mm womens,baseline,ndcg,0.0
japanese candy,baseline,ndcg,0.20390543286341287
japanese cherry blossom eau-de-parfum,baseline,ndcg,0.2950844129738376
jeep srt8,baseline,ndcg,0.5050159787346172
jim mora shirt,baseline,ndcg,0.46347188963014985
john daly poster,baseline,ndcg,0.7678620595110026
jull,baseline,ndcg,0.0
june june hannah shirt,baseline,ndcg,0.7305933909500779
ka-bar,baseline,ndcg,0.19690762716662433
keyboard piano,baseline,ndcg,0.13444257580784122
kick buttowski,baseline,ndcg,0.7382215928042346
kid animal plates,baseline,ndcg,0.0
kid rain boots,baseline,ndcg,0.0
kid rings,baseline,ndcg,0.23993439276888537
kids chlorine removal shampoo,baseline,ndcg,0.5487984264631184
king bed sheets cotton,baseline,ndcg,0.0705333542487353
king comforter set,baseline,ndcg,0.05459112561892713
kino yoga books,baseline,ndcg,0.1637733768567814
kitchen faucets,baseline,ndcg,0.04214302778527281
kitchen organizer,baseline,ndcg,0.0
kitchen rugs,baseline,ndcg,0.12297452411780795
kitchen set,baseline,ndcg,0.2311745216546913
kms hair play paste,baseline,ndcg,0.0
kotobukiya snowtrooper,baseline,ndcg,0.4195229158357219
ks resin,baseline,ndcg,0.0
lace front wig ombre blonde,baseline,ndcg,0.2547641151198941
ladies pull on shorts elastic waist,baseline,ndcg,0.0
lantern old fashioned,baseline,ndcg,0.2921558967778807
laptop 14 inch,baseline,ndcg,0.0
laptop power adapters,baseline,ndcg,0.0
large bracelet mold,baseline,ndcg,0.3529947765484897
large dog bed cute,baseline,ndcg,0.0
large planters,baseline,ndcg,0.0
laundry hamper wooden,baseline,ndcg,0.0
led edison bulb,baseline,ndcg,0.0
led lights strip,baseline,ndcg,0.09546554698454596
legend of zelda breath of the wild,baseline,ndcg,0.2526013765487695
lego lego movie,baseline,ndcg,0.0
leopard stationary,baseline,ndcg,0.3064417927022693
leotard,baseline,ndcg,0.0
lg cx oled 65,baseline,ndcg,0.2642203684565397
lg v20 case,baseline,ndcg,0.150670619038414
light box tracer,baseline,ndcg,0.39186000843612057
light with switch,baseline,ndcg,0.0
lillypad floating mat,baseline,ndcg,0.25470463470272486
lipoic acid,baseline,ndcg,0.3881138801617116
lock,baseline,ndcg,0.05459112561892713
logitech headset,baseline,ndcg,0.15081825230187934
logitech wireless keyboard,baseline,ndcg,0.2229939275996474
long crochet hooks,baseline,ndcg,0.3859922061350022
long sleeve dresses for girl kids,baseline,ndcg,0.0
long sleeve t shirt women,baseline,ndcg,0.0
long workout tank tops for women loose fit,baseline,ndcg,0.33542887380538294
lp-e17 watson,baseline,ndcg,0.5438704889437361
luigi costume kids,baseline,ndcg,0.14518779648471808
lunch backpack,baseline,ndcg,0.0663010528204419
lunch ice pack,baseline,ndcg,0.13668082173961976
ma,baseline,ndcg,0.38685280723454163
macbook charger repair,baseline,ndcg,0.0
madame x,baseline,ndcg,0.743989038285155
magic bullet replacement rubber,baseline,ndcg,0.6858190769033709
mailbox with locks with keys,baseline,ndcg,0.0
make america great again hat,baseline,ndcg,0.10133269082404128
makeup organizer drawers,baseline,ndcg,0.11069731332392588
male sex toys,baseline,ndcg,0.0
mark the shark book,baseline,ndcg,0.0
marker tip pens,baseline,ndcg,0.06335619058732639
marshmello costume,baseline,ndcg,0.0
mary meyer baby mat,baseline,ndcg,0.8108042378328758
massage gaming chair,baseline,ndcg,0.22716386214716533
mastectomy pillow,baseline,ndcg,0.5686292284305039
math flash cards 4th grade,baseline,ndcg,0.5352717435553747
mcgraw hill medical spanish,baseline,ndcg,0.28728324027692265
meat saw electric,baseline,ndcg,0.2748715831527309
medical wipes,baseline,ndcg,0.05459112561892713
melissa and doug puzzles,baseline,ndcg,0.1716850079133013
melting pot,baseline,ndcg,0.2848105855670093
men plaid pants slim fit,baseline,ndcg,0.3418100812749561
men shoes athletic basketball,baseline,ndcg,0.0
men's elastic waist pants,baseline,ndcg,0.06274479614969945
men's skechers,baseline,ndcg,0.0
mens black wallet trifold,baseline,ndcg,0.14290158383687387
mens hoodies buffalo,baseline,ndcg,0.0
mens nikes shoes,baseline,ndcg,0.0
mens pocket square,baseline,ndcg,0.0
metal puzzles brain teasers,baseline,ndcg,0.22316354947562228
mexican dish,baseline,ndcg,0.0
michael scott sequin pillow covers,baseline,ndcg,0.19809840435902779
mickey baby costume,baseline,ndcg,0.5608244481712239
microphone headset podcast,baseline,ndcg,0.07901380334086769
microsoft surface,baseline,ndcg,0.18089255931589746
milwaukee drills,baseline,ndcg,0.0
minnie iphone x case,baseline,ndcg,0.6076661739119278
mirrolure suspending twitchbait,baseline,ndcg,0.21296018375182635
mirror tv,baseline,ndcg,0.46066056189578364
misswig synthetic curly wig,baseline,ndcg,0.2817840919171975
mobile magnet antenna mount bnc,baseline,ndcg,0.1637733768567814
moisture socks,baseline,ndcg,0.0
molding,baseline,ndcg,0.1637733768567814
mosquito patches,baseline,ndcg,0.5316882240417288
mother's ring,baseline,ndcg,0.07594620040648313
motorcycle helmet with sun visor,baseline,ndcg,0.10389182454399959
mouse pad red lightning,baseline,ndcg,0.6482321775327771
multi surface cleaner,baseline,ndcg,0.061168868825674405
mummy decor,baseline,ndcg,0.41740716084014073
mushroom table,baseline,ndcg,0.502861525187049
mustard tops for women,baseline,ndcg,0.0
my baby registry,baseline,ndcg,0.0
n95 not kn95 masks,baseline,ndcg,0.0
nail grinder,baseline,ndcg,0.0
nail polish & decoration products,baseline,ndcg,0.0
nail tips,baseline,ndcg,0.3489895615869866
name necklace personalized rose gold,baseline,ndcg,0.2750098253704197
native deodorant for men,baseline,ndcg,0.2366006127740339
natural millet,baseline,ndcg,0.589119811295169
natural odor eliminator,baseline,ndcg,0.0
navistar international,baseline,ndcg,0.8097090645058168
neck cream,baseline,ndcg,0.33045906374592227
nerf all guns,baseline,ndcg,0.0
neutrogena spray sunscreen 100,baseline,ndcg,0.45380319188281165
night light,baseline,ndcg,0.0
nightmare before christmas sally dress,baseline,ndcg,0.4767160661796157
nike pants men,baseline,ndcg,0.0
nike pullover hoodie men,baseline,ndcg,0.32381755929722805
nike socks unisex,baseline,ndcg,0.23430673110551667
ninja maker594,baseline,ndcg,0.7871546029909718
note 10+ camera protector,baseline,ndcg,0.7299554334326586
note10,baseline,ndcg,0.0
number memory game,baseline,ndcg,0.22196389258043595
nutcracker,baseline,ndcg,0.2600755166850067
office pens,baseline,ndcg,0.0
oil free face moisturizer,baseline,ndcg,0.1586260787552876
one protein bars,baseline,ndcg,0.33163587101314074
onesies for women,baseline,ndcg,0.0
oodies,baseline,ndcg,0.4318711546920674
oranges,baseline,ndcg,0.2365617366091422
origins grapefruit body wash,baseline,ndcg,0.0
outdoor baby swing,baseline,ndcg,0.2671028731585959
outdoor furniture bistro sets,baseline,ndcg,0.10332949630181451
outdoor rugs for patios,baseline,ndcg,0.0
outdoor wall covering,baseline,ndcg,0.0
outlet cover,baseline,ndcg,0.150670619038414
oval tablecloth,baseline,ndcg,0.26978476535526974
over the door mirror,baseline,ndcg,0.29912222155681173
over the shoulder wallet,baseline,ndcg,0.0
overland gear,baseline,ndcg,0.3791369531629889
owl banner,baseline,ndcg,0.7483890170952514
oxford studies in digital politics,baseline,ndcg,0.7441140557478907
pack of scarfs for women,baseline,ndcg,0.0
pagan stickers,baseline,ndcg,0.23246675850553572
pajamas for girls,baseline,ndcg,0.0
pajamas women,baseline,ndcg,0.0
panasonic th-42pz700u,baseline,ndcg,0.8358912271816662
panthers phone case,baseline,ndcg,0.3753566964291025
paperwhite kindle,baseline,ndcg,0.0
parasite books,baseline,ndcg,0.1637733768567814
party dress 4t,baseline,ndcg,0.10313834007270505
patrin,baseline,ndcg,0.7581947356101209
pebeo vitrail,baseline,ndcg,0.5958074859353115
pei 3d printer sheet,baseline,ndcg,0.7897116510473011
pentair pentek big blue,baseline,ndcg,0.3090197238811629
people magazine home time,baseline,ndcg,0.0
percussion massager,baseline,ndcg,0.05686973942620158
perfume saint laurent,baseline,ndcg,0.0818866884283907
petite dressy spandex pants,baseline,ndcg,0.05515816874252109
pflueger president spinning reel,baseline,ndcg,0.5097677829730799
phillips norelco replacement blades,baseline,ndcg,0.2950844129738376
phone case for an lg,baseline,ndcg,0.08531633894917734
pink lunch box,baseline,ndcg,0.2392298132092336
pink toothpicks for appetizers,baseline,ndcg,0.31211109533176656
pioneer woman cookware,baseline,ndcg,0.8222511641792404
pj robe kids,baseline,ndcg,0.0
plague doctor mask,baseline,ndcg,0.6046134797998552
plasti dip,baseline,ndcg,0.41715886660988705
play kitchen for toddlers accessories,baseline,ndcg,0.0
plug in room fresheners for home,baseline,ndcg,0.0
pocket folders with brads,baseline,ndcg,0.0
pokemon super mystery dungeon 3ds,baseline,ndcg,0.43728404732947945
porcelain figurines collectibles,baseline,ndcg,0.0
portable cologne sprayer,baseline,ndcg,0.4138074785018674
portable lint remover,baseline,ndcg,0.3475995053423758
powder coat paint,baseline,ndcg,0.5214682725103095
power steering low pressure return line,baseline,ndcg,0.1637733768567814
princess accesories,baseline,ndcg,0.0
princess leia costume women,baseline,ndcg,0.20736122891466585
protector lg q7,baseline,ndcg,0.35425075194746725
ps4 console,baseline,ndcg,0.0
ps4 joystick controller,baseline,ndcg,0.0
pumping backpack,baseline,ndcg,0.3376362274073312
pure dhea 25mg,baseline,ndcg,0.20594711543813402
pure wave massager,baseline,ndcg,0.1852161847302052
purity products,baseline,ndcg,0.7441140557478907
purple silicone spatula,baseline,ndcg,0.5869539210762215
push up handles for floor rotating,baseline,ndcg,0.29575997348160377
queen size blanket cover,baseline,ndcg,0.08729217096219641
quick read digital thermometer,baseline,ndcg,0.3210337474548055
rabbit drinking bottle,baseline,ndcg,0.2671028731585959
rae dunn christmas mug,baseline,ndcg,0.365993705795558
rainbow loom bands,baseline,ndcg,0.23246675850553572
rc transmitter and receiver,baseline,ndcg,0.4099817029484782
read it yourself,baseline,ndcg,0.47964611780800936
real rose petals,baseline,ndcg,0.5162375767183125
rebel eos t3 macro lens,baseline,ndcg,0.21674376980490204
red casual dress,baseline,ndcg,0.11502093873823364
red cedar log yearbook,baseline,ndcg,0.7441140557478907
red hair color permanent,baseline,ndcg,0.0
red led 12v,baseline,ndcg,0.052875359585095864
red worms live,baseline,ndcg,0.5958074859353115
removable stove top cover,baseline,ndcg,0.0
renaiss oil painting,baseline,ndcg,0.7441140557478907
renewed,baseline,ndcg,0.0
respirator mask dust,baseline,ndcg,0.0
retirement party decorations for women,baseline,ndcg,0.47840843053558274
retractable screen doors,baseline,ndcg,0.22712956744410778
reusable produce bags,baseline,ndcg,0.051664748150907255
reusable water bottles bpa free 16 oz,baseline,ndcg,0.33294583887065393
ribeye steaks,baseline,ndcg,0.3608959146360441
rice seasoning,baseline,ndcg,0.6054107982470751
ride on tractor,baseline,ndcg,0.19454357794078955
rilakkuma lanyard,baseline,ndcg,0.42895125855703226
ring light for iphone,baseline,ndcg,0.1650264134380875
ripped capris for women plus size,baseline,ndcg,0.1231515475172089
robert plant,baseline,ndcg,0.24566006528517206
rolling organizer,baseline,ndcg,0.10764243204553908
root touch up blonde ),baseline,ndcg,0.1292278111649902
rope skipping without rope,baseline,ndcg,0.3176325960305926
royal blue striped shirt women,baseline,ndcg,0.0
rubber grommet plugs,baseline,ndcg,0.0
rudin by ivan turgenev,baseline,ndcg,0.7085426788426443
rug sets 3 piece with runner,baseline,ndcg,0.0
s8,baseline,ndcg,0.0
sa bodywash,baseline,ndcg,0.0
sagittarius,baseline,ndcg,0.26945175348671707
sailor moon choker,baseline,ndcg,0.0
samsung 9 case,baseline,ndcg,0.0
samsung fridge water filter rf24fsedbsr,baseline,ndcg,0.1637733768567814
samsung galaxy s9 charger fast charging,baseline,ndcg,0.0705333542487353
samsung watch protector 40mm,baseline,ndcg,0.3420724034652962
sandbox truck,baseline,ndcg,0.35471645013233827
santa wrapping paper,baseline,ndcg,0.3296101425627874
satanic hoodie,baseline,ndcg,0.8136777152371016
sawgrass ink,baseline,ndcg,0.7441140557478907
scales digital weight food,baseline,ndcg,0.0
scallops,baseline,ndcg,0.38181921172336253
scoutmaster minutes,baseline,ndcg,0.3202459998449349
screw kit,baseline,ndcg,0.06603280145300927
se seat clamp,baseline,ndcg,0.46935768458245514
sea life camera,baseline,ndcg,0.0
seanan mcguire,baseline,ndcg,0.5494409870340958
security camera hd,baseline,ndcg,0.0
shampoo buddy,baseline,ndcg,0.18672776492534798
shams,baseline,ndcg,0.14524287901571709
shazam,baseline,ndcg,0.31422360493010765
shea moisture body wash,baseline,ndcg,0.5571081994541727
shilajit honey,baseline,ndcg,0.4966392596877323
shiny car decal,baseline,ndcg,0.18814672540721936
shirt pins for women,baseline,ndcg,0.4939033897934694
shoe s,baseline,ndcg,0.0
shoes with wheels for boys,baseline,ndcg,0.10172613240670578
shop air filtration system,baseline,ndcg,0.17380903214517365
shoyo drink,baseline,ndcg,0.313648237909089
shredders for home,baseline,ndcg,0.10332949630181451
signal booster band 12,baseline,ndcg,0.13118738735346316
silk flowers,baseline,ndcg,0.0
silk sweaters for petite women,baseline,ndcg,0.0
similac milk,baseline,ndcg,0.36954359367976214
simple womens halloween costumes,baseline,ndcg,0.0
size 15 knitting needles,baseline,ndcg,0.5412163603163844
size 6 diapers,baseline,ndcg,0.3205446802834278
sketch book binder,baseline,ndcg,0.0
skywatcher dobsonian 8,baseline,ndcg,0.26811948606118813
slim leg straight cut jeans,baseline,ndcg,0.0
sling backpack purse for women kavu,baseline,ndcg,0.0
slots organizer,baseline,ndcg,0.13179780179612438
small 2 tier bookshelf,baseline,ndcg,0.17852390428885567
small dog collars with bling,baseline,ndcg,0.40065430973789384
small pet wood ladder,baseline,ndcg,0.3332643851806405
small plastic storage cubes,baseline,ndcg,0.056219089761923684
"smart watch color women, men black",baseline,ndcg,0.0705333542487353
smie,baseline,ndcg,0.4935232796777482
sml,baseline,ndcg,0.3359885388550594
snacks,baseline,ndcg,0.0
snow and rain boots for women,baseline,ndcg,0.028153188500937364
snowflake necklace,baseline,ndcg,0.4955416804303591
sofa cover for dogs,baseline,ndcg,0.0473411227365995
sog fixed blade knives with sheath,baseline,ndcg,0.27411348715778855
solar christmas tree,baseline,ndcg,0.06335619058732639
sony xperia l1 case,baseline,ndcg,0.8222198248312103
sound bars for tv,baseline,ndcg,0.08242028763336331
spider crop top,baseline,ndcg,0.24253376692409936
spinnypins,baseline,ndcg,0.186727764925348
split monitor adapter for computer,baseline,ndcg,0.0
splitter cable for headset,baseline,ndcg,0.43860167448331094
st patricks day door decoration,baseline,ndcg,0.10332949630181451
stanley thermos,baseline,ndcg,0.648259000993486
star wars edge of the empire,baseline,ndcg,0.8220670063536581
star wars imperial star destroyer,baseline,ndcg,0.553898174079517
stihl ms200,baseline,ndcg,0.7441140557478907
stocking holder,baseline,ndcg,0.27670175636904465
story grid,baseline,ndcg,0.7134173741846355
straight crochet hair,baseline,ndcg,0.2838648525947932
strawberry sweater,baseline,ndcg,0.24248137784850515
stuart woods the short forever,baseline,ndcg,0.6884140589603145
suction cup holder for desk,baseline,ndcg,0.22480342897713854
sundiata,baseline,ndcg,1.0
sunflower blue hair wreath,baseline,ndcg,0.4195229158357219
survival kit,baseline,ndcg,0.1625517786440709
swim caps for women swimming waterproof,baseline,ndcg,0.37754393732055336
t,baseline,ndcg,0.0
tab a case,baseline,ndcg,0.04930069892507245
table board reversible cutting board,baseline,ndcg,0.32696516460623914
table lamp designed,baseline,ndcg,0.1637733768567814
tablet,baseline,ndcg,0.040093481949883686
tacks for upholstery,baseline,ndcg,0.6975364419131064
tazo iced tea,baseline,ndcg,0.6618946402488044
teamsters,baseline,ndcg,0.6401501455276762
teenage girl gifts,baseline,ndcg,0.0
teriyaki sauce,baseline,ndcg,0.0
thank you note cards without envelopes,baseline,ndcg,0.2508886039242244
the big easy,baseline,ndcg,0.7227265726449517
the female of the species,baseline,ndcg,0.9585623868910822
the manor house murder,baseline,ndcg,0.5123792594275303
the school of greatness by lewis howes,baseline,ndcg,0.41836038347388593
the taking of deborah logan,baseline,ndcg,0.57064171895532
through wall heat and a/c,baseline,ndcg,0.0
tik tok led lights,baseline,ndcg,0.0
timberland for women,baseline,ndcg,0.0
tinting wrap tools,baseline,ndcg,0.13934391116046424
to son from dad,baseline,ndcg,0.22747895770480633
tool lp,baseline,ndcg,0.4576348016934139
tooth grinding,baseline,ndcg,0.0
top gear,baseline,ndcg,0.1422056095407645
touch free soap dispenser,baseline,ndcg,0.30358247779557973
towels bathroom sets clearance prime,baseline,ndcg,0.0
toy grill set for boys,baseline,ndcg,0.22633506074674944
translator without internet,baseline,ndcg,0.31332071848250664
trash cans for office,baseline,ndcg,0.0
travel cord roll,baseline,ndcg,0.36592906401243025
troika: a communicative approach,baseline,ndcg,0.8728709946950942
troll dolls,baseline,ndcg,0.41038849604829164
trooper bandana shoe,baseline,ndcg,0.4324081144976351
turmeric extract,baseline,ndcg,0.2212039732871493
turquoise blue dress,baseline,ndcg,0.5752036042893832
tutu skirt for baby girl,baseline,ndcg,0.0
tutus for women,baseline,ndcg,0.17172272497445298
twin xl comforter for college girls,baseline,ndcg,0.0
ubbi diaper pail,baseline,ndcg,0.2409056621261924
under armour,baseline,ndcg,0.0
under armour rock project,baseline,ndcg,0.5128694482784918
under counter lighting,baseline,ndcg,0.0473411227365995
unlocked pixel 3,baseline,ndcg,0.10687990799439234
unlocked samsung galaxy s9 plus,baseline,ndcg,0.4081971419355605
urns for human ashes,baseline,ndcg,0.11898544770857918
ursa major,baseline,ndcg,0.5803406788911093
usb extension cord,baseline,ndcg,0.0
uv filter 49mm,baseline,ndcg,0.6975364419131064
valenties,baseline,ndcg,0.5958074859353115
valentines gifts for him,baseline,ndcg,0.0
vcr dvd combo,baseline,ndcg,0.6521485540430753
vegan protein powder,baseline,ndcg,0.10575071917019173
velvet dresses for women,baseline,ndcg,0.05753418364124443
vest zipper women,baseline,ndcg,0.07900284338903894
victor mouse trap,baseline,ndcg,0.4552302664591073
video games,baseline,ndcg,0.09586820699422144
vintage veil hat,baseline,ndcg,0.45092180994251324
vinyl coated weights 10 lb,baseline,ndcg,0.22712956744410778
vinyl records,baseline,ndcg,0.0
vocabulary builder,baseline,ndcg,0.4623923485846713
voda reve,baseline,ndcg,0.5030904516575293
volt lighting transformer,baseline,ndcg,0.3785502329443598
vortrak,baseline,ndcg,0.8003339482759028
voss,baseline,ndcg,0.5084623686415938
wahl finale,baseline,ndcg,0.25015500229870474
walk on red sole paint,baseline,ndcg,0.18672776492534798
wall lights bedroom,baseline,ndcg,0.058337253893336154
wall mounted wooden spice storage rack,baseline,ndcg,0.0
wallniture,baseline,ndcg,0.3513384419151077
water pills sundown,baseline,ndcg,0.7747490716788243
waterproof limit switch,baseline,ndcg,0.5412163603163844
waxing strips for men,baseline,ndcg,0.4917166758469882
wd purple 8tb,baseline,ndcg,0.6637534341498917
we could've finished last without you,baseline,ndcg,1.0
weber grill cover,baseline,ndcg,0.170994143405735
weighted blanket without beads,baseline,ndcg,0.11245169315382891
wella 7r 810,baseline,ndcg,0.1637733768567814
wheelchair for adults,baseline,ndcg,0.0536466452928127
white booties,baseline,ndcg,0.18978331463073023
white collar long sleeve shirt women,baseline,ndcg,0.0
white messenger bag,baseline,ndcg,0.18962429871149433
white platform bed frame queen,baseline,ndcg,0.23827450749053591
white spandex shorts under dresses,baseline,ndcg,0.0
white strobe lights,baseline,ndcg,0.03170912751149085
wifi siren alarm,baseline,ndcg,0.3486418225778423
window plant holder outdoor,baseline,ndcg,0.22601571275301205
windows 10 for dummies,baseline,ndcg,0.6854187339519804
windproof lighter rechargeable flexible,baseline,ndcg,0.4236684702723753
winter cycling shoe covers,baseline,ndcg,0.6428065593941965
winter jacket,baseline,ndcg,0.0
wireless keyboard mouse combo,baseline,ndcg,0.2026172181748163
womans wallet,baseline,ndcg,0.0
women cardigan,baseline,ndcg,0.0
women strapless bathing suit,baseline,ndcg,0.20230031619772842
women zip up hoodie,baseline,ndcg,0.0
women's crop-top letter printed sweatshirt usa,baseline,ndcg,0.19809840435902779
women's running socks,baseline,ndcg,0.13349213644224003
womens 3/4 sleeve tops and blouses,baseline,ndcg,0.0681429275106382
womens open front hoodie,baseline,ndcg,0.18093017944375173
womens sexy xl shirt,baseline,ndcg,0.09451789770254629
womens summer hat,baseline,ndcg,0.0644486302826085
womens swimsuits plus size two piece,baseline,ndcg,0.0
wood shelves wall mounted,baseline,ndcg,0.0
wooden gifts for men,baseline,ndcg,0.0
wooden stool,baseline,ndcg,0.0
wooden suit hangers for men,baseline,ndcg,0.1305781215732039
word wall letters,baseline,ndcg,0.16761092430904778
work pants for women office plus size,baseline,ndcg,0.0
wrench arborist,baseline,ndcg,0.2960819109658653
wrestling shoes,baseline,ndcg,0.11292837951226327
wrist compression brace,baseline,ndcg,0.21111449959338088
wristlet crossbody anti theft,baseline,ndcg,0.1852161847302052
wusthof knife set without block,baseline,ndcg,0.18133812001630714
xbox one compatible keyboard and mouse combo,baseline,ndcg,0.24355343862354134
xlr splitter 2 female 1 male,baseline,ndcg,0.3498457618388593
yamaha psr ew410,baseline,ndcg,0.7904416055376964
yogi tea stomach ease,baseline,ndcg,0.5527489472785443
yongnuo led,baseline,ndcg,0.7110942644920043
youtu,baseline,ndcg,0.0
zinc liquid supplement,baseline,ndcg,0.4293532016106841
zoom eyepiece for telescope,baseline,ndcg,0.7582882808273954
zumba shoes,baseline,ndcg,0.28006770152520377
zyrtec,baseline,ndcg,0.3457780380739949
- we are not such things,baseline,prec@10,0.0
1-8x scope,baseline,prec@10,0.2
10 inch bookshelf,baseline,prec@10,0.1
10 magnetic eyelashes without eyeliner,baseline,prec@10,0.2
10.9 inch ipad case without pencil holder,baseline,prec@10,0.2
108 curtains without grommet,baseline,prec@10,0.0
11 x 21 plant trays for seedlings without holes,baseline,prec@10,0.2
11 year old girl gifts,baseline,prec@10,0.0
12 month xbox live gold digital,baseline,prec@10,0.0
12 v cable,baseline,prec@10,0.0
12x20 throw pillow covers set of 2,baseline,prec@10,0.5
144hz gaming monitor,baseline,prec@10,0.0
2 be or not 2b,baseline,prec@10,0.0
2 pin converter,baseline,prec@10,0.0
"2.5"" hdd",baseline,prec@10,0.0
20g nose ring hoop,baseline,prec@10,0.0
27 in curved monitor,baseline,prec@10,0.2
2k digital picture frame,baseline,prec@10,1.0
3 way faucet,baseline,prec@10,0.5
3-6 months denim overalls,baseline,prec@10,0.3
3-inch drawer pulls natural,baseline,prec@10,0.0
32 inch curved monitor,baseline,prec@10,0.3
36 bar stools,baseline,prec@10,0.0
3d mink lashes,baseline,prec@10,0.1
3d printer,baseline,prec@10,0.4
3d printer nozzle,baseline,prec@10,0.4
45 inch smart tv,baseline,prec@10,0.2
4k hdmi switch,baseline,prec@10,0.4
4k tv samsung,baseline,prec@10,0.0
5 candle,baseline,prec@10,0.3
55 inch tv wall mount,baseline,prec@10,0.1
6 ft table cover fitted,baseline,prec@10,0.4
6 hole saw for cornhole boards,baseline,prec@10,0.4
600w power supply 80 plus,baseline,prec@10,0.5
70s outfits for women,baseline,prec@10,0.0
7xl lab coat,baseline,prec@10,0.2
a deed without a name,baseline,prec@10,0.9
a veterans christmas,baseline,prec@10,0.0
a year without autumn,baseline,prec@10,0.1
a. c. bhaktivedanta swami prabhupada,baseline,prec@10,0.4
acrylic magnetic frame,baseline,prec@10,0.5
addidas shoes,baseline,prec@10,0.0
adjustable hitch,baseline,prec@10,0.2
air force 1 '07 shoes for women,baseline,prec@10,0.1
air fryer oven,baseline,prec@10,0.0
air nike jordan 1,baseline,prec@10,0.2
air pods case panda,baseline,prec@10,0.2
ajax dishwashing liquid,baseline,prec@10,0.4
alienware monitor 34,baseline,prec@10,0.2
all the news not fit to print,baseline,prec@10,0.2
almay for sensitive,baseline,prec@10,0.7
alocane emergency burn gel,baseline,prec@10,0.9
amazon basics spoons plastic,baseline,prec@10,0.3
andis t edger,baseline,prec@10,0.1
android tablet cases for kids,baseline,prec@10,0.0
angel figurine,baseline,prec@10,0.6
anklet,baseline,prec@10,0.0
anova precision cooker,baseline,prec@10,0.5
anti trump lawn sign,baseline,prec@10,0.2
aorus mouse pad,baseline,prec@10,0.3
apex pro,baseline,prec@10,0.2
apple power adapter and lightning cable,baseline,prec@10,0.2
apple watch bands silver,baseline,prec@10,0.1
army sash,baseline,prec@10,0.1
art supplies for kids 9-12,baseline,prec@10,0.0
art supply trolley,baseline,prec@10,0.1
ash brown hair balayage short,baseline,prec@10,0.3
audio bible,baseline,prec@10,0.4
aveeno nourishing cleanser,baseline,prec@10,0.9
baby bows,baseline,prec@10,0.0
baby flight bed,baseline,prec@10,0.0
baby girl clothes photoshoot,baseline,prec@10,0.0
baby girl outfits,baseline,prec@10,0.1
baby interactive toys 6 to 12 months,baseline,prec@10,0.0
baby irish clothes,baseline,prec@10,0.3
baby wall art decals,baseline,prec@10,0.1
backlit keycaps,baseline,prec@10,0.3
bag for essential oils,baseline,prec@10,0.4
baking sets nonstick,baseline,prec@10,0.0
ball trimmer men,baseline,prec@10,0.0
bamboo bath sheet,baseline,prec@10,0.8
bar soap scrub pouch,baseline,prec@10,0.1
barbie dolls,baseline,prec@10,0.0
barcel,baseline,prec@10,0.5
barcelona jersey long sleeve,baseline,prec@10,0.6
bath & shower safety mats,baseline,prec@10,0.5
bathroom hooks for towels,baseline,prec@10,0.1
bathtub hair catcher,baseline,prec@10,0.1
bathtub tray,baseline,prec@10,0.0
battery powered inverter,baseline,prec@10,0.0
bb30 shimano bottom bracket,baseline,prec@10,0.3
bbq grill,baseline,prec@10,0.2
bcaa without artificial sweeteners,baseline,prec@10,0.2
beanies,baseline,prec@10,0.0
bearded dragon light bulbs,baseline,prec@10,0.1
beats x wireless earbuds,baseline,prec@10,0.0
bed frame with drawers king,baseline,prec@10,0.1
bedroom lamp,baseline,prec@10,0.0
bedskirts full size,baseline,prec@10,0.1
beeswax wood polish,baseline,prec@10,0.7
beet chips,baseline,prec@10,0.9
belief without borders,baseline,prec@10,0.1
best teacher gifts for christmas,baseline,prec@10,0.1
between the spark and the burn,baseline,prec@10,0.1
bevel skin care men,baseline,prec@10,0.1
bibs for baby girl waterproof,baseline,prec@10,0.0
big dreams daily joys,baseline,prec@10,0.2
big gym towel,baseline,prec@10,0.0
bingo game,baseline,prec@10,0.2
biodegradable wipes,baseline,prec@10,0.3
black and white striped door mat,baseline,prec@10,0.0
black bodycon short dress,baseline,prec@10,0.0
black dress,baseline,prec@10,0.0
black fitflop,baseline,prec@10,0.5
black hub caps,baseline,prec@10,0.0
black leather laptop backpack for women,baseline,prec@10,0.6
black plastic ribbon,baseline,prec@10,0.1
black shirt womens,baseline,prec@10,0.0
blank high security check paper,baseline,prec@10,0.5
blessed not lucky,baseline,prec@10,1.0
